"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"This is the file saved after uploading it to the server..","This is the file saved after uploading it to the server..","Dit is het bestand opgeslagen na het uploaden naar de server ..","Este es el archivo guardado después de subirlo al servidor ..","这是它上传到服务器后，保存的文件..","Dies ist die Datei gespeichert, nachdem sie auf den Server hochgeladen werden ..","Ceci est le fichier enregistré après l'avoir téléchargé sur le serveur ..","Questo è il file salvato dopo aver caricato sul server ..","Este é o arquivo salvo após enviá-lo para o servidor ..","Αυτό είναι το αρχείο που αποθηκεύτηκε μετά το φόρτωμα στο διακομιστή ..","Jest to plik zapisany po przesłaniu go na serwer ..","Dette er den fil gemmes efter upload det til serveren ..","Tämä on tallennettu tiedosto lähettämisen jälkeen se palvelimelle ..","Dette er filen lagret etter laste den opp til serveren ..","هذا هو الملف المحفوظ بعد تحميلها على الخادم ..","이 서버에 업로드 한 후 저장 한 파일이다 ..","これは、サーバーにアップロードした後、保存したファイルです..","זהו הקובץ שנשמר לאחר ההעלאה לשרת ..","Detta är filen sparas efter uppladdning till servern ..","To je soubor uložen po nahrání na server ..","Это файл, сохраненный после загрузки его на сервер ..","Ito ang file save pagkatapos mag-upload ito sa server ..","Kini mao ang file maluwas human upload niini ngadto sa server .."
"This is the general configuration for the website.","This is the general configuration for the website.","Dit is de algemene configuratie van de website.","Esta es la configuración general de la página web.","这是该网站的一般配置。","Dies ist die allgemeine Konfiguration für die Website.","Ceci est la configuration générale pour le site.","Questa è la configurazione generale per il sito web.","Esta é a configuração geral para o sítio.","Αυτή είναι η γενική διαμόρφωση για την ιστοσελίδα.","To jest ogólna konfiguracja na stronie internetowej.","Dette er den generelle konfiguration til hjemmesiden.","Tämä on yleinen kokoonpano verkkosivuilla.","Dette er den generelle konfigurasjonen for nettstedet.","هذا هو الشكل العام للموقع.","이 웹 사이트에 대한 일반적인 구성입니다.","これは、ウェブサイトのための一般的な構成です。","זהו התצורה הכללית של האתר.","Detta är den allmänna konfigurationen för webbplatsen.","To je základní konfigurace pro webové stránky.","Это общая конфигурация для сайта.","Ito ang pangkalahatang configuration para sa website.","Kini mao ang kinatibuk-ang kontorno alang sa website."
"This is the main scope.","This is the main scope.","Dit is het belangrijkste toepassingsgebied.","Este es el ámbito principal.","这是主要的范围。","Dies ist der Hauptbereich.","Telle est la portée principale.","Questo è lo scopo principale.","Esse é o escopo principal.","Αυτό είναι το κύριο πεδίο.","Jest to główny zakres.","Dette er det primære anvendelsesområde.","Tämä on tärkein laajuus.","Dette er den viktigste omfanget.","هذا هو نطاق الرئيسي.","이것은 주 범위이다.","これは、メインスコープです。","זהו ההיקף ראשי.","Detta är huvudsyftet.","To je hlavní oblast působnosti.","Это основная сфера.","Ito ang pangunahing saklaw.","Kini mao ang nag-unang kasangkaran."
"This is the parent object of the AuditAccountConversion and AuditAnalayseWeight.","This is the parent object of the AuditAccountConversion and AuditAnalayseWeight.","Dit is het bovenliggende object van de AuditAccountConversion en AuditAnalayseWeight.","Este es el objeto principal de la AuditAccountConversion y AuditAnalayseWeight.","这是AuditAccountConversion和AuditAnalayseWeight的父对象。","Dies ist das übergeordnete Ziel der AuditAccountConversion und AuditAnalayseWeight.","Ceci est l'objet parent de l'AuditAccountConversion et AuditAnalayseWeight.","Questo è l'oggetto principale del AuditAccountConversion e AuditAnalayseWeight.","Este é o objeto pai do AuditAccountConversion e AuditAnalayseWeight.","Αυτό είναι το γονικό αντικείμενο της AuditAccountConversion και AuditAnalayseWeight.","Jest to obiekt dominującą AuditAccountConversion i AuditAnalayseWeight.","Dette er den overordnede objekt af AuditAccountConversion og AuditAnalayseWeight.","Tämä on vanhempi kohde AuditAccountConversion ja AuditAnalayseWeight.","Dette er det overordnede objektet av AuditAccountConversion og AuditAnalayseWeight.","هذا هو الكائن الأصل من AuditAccountConversion وAuditAnalayseWeight.","이 AuditAccountConversion과 AuditAnalayseWeight의 부모 개체입니다.","これはAuditAccountConversionとAuditAnalayseWeightの親オブジェクトです。","זהו התנגד ההורה של AuditAccountConversion ו AuditAnalayseWeight.","Detta är det överordnade syftet med AuditAccountConversion och AuditAnalayseWeight.","To je mateřskou předmětem AuditAccountConversion a AuditAnalayseWeight.","Это родительский объект AuditAccountConversion и AuditAnalayseWeight.","Ito ay ang magulang object ng AuditAccountConversion at AuditAnalayseWeight.","Kini mao ang ginikanan butang sa AuditAccountConversion ug AuditAnalayseWeight."
"This is the parent object of the AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal and AuditProcess.","This is the parent object of the AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal and AuditProcess.","Dit is het bovenliggende object van de AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal en AuditProcess.","Este es el objeto principal de la AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal y AuditProcess.","这是AuditAnalysis，AuditChain，AuditChainGroup，AuditCluster，AuditJournal和AuditProcess的父对象。","Dies ist das übergeordnete Ziel der AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal und AuditProcess.","Ceci est l'objet parent de l'AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal et AuditProcess.","Questo è l'oggetto principale del AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal e AuditProcess.","Este é o objeto pai do AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal e AuditProcess.","Αυτό είναι το γονικό αντικείμενο της AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal και AuditProcess.","Jest to obiekt dominującą AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal i AuditProcess.","Dette er den overordnede objekt af AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal og AuditProcess.","Tämä on vanhempi kohde AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal ja AuditProcess.","Dette er det overordnede objektet av AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal og AuditProcess.","هذا هو الكائن الأصل من AuditAnalysis، AuditChain، AuditChainGroup، AuditCluster، AuditJournal وAuditProcess.","이 AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal 및 AuditProcess의 부모 개체입니다.","これはAuditAnalysis、AuditChain、AuditChainGroup、AuditCluster、AuditJournalとAuditProcessの親オブジェクトです。","זהו התנגד ההורה של AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal ו AuditProcess.","Detta är det överordnade objektet för AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal och AuditProcess.","To je mateřskou předmětem AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal a AuditProcess.","Это родительский объект AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal и AuditProcess.","Ito ay ang magulang object ng AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal at AuditProcess.","Kini mao ang ginikanan butang sa AuditAnalysis, AuditChain, AuditChainGroup, AuditCluster, AuditJournal ug AuditProcess."
"This is the scope for the price rules that are applied to the items already in the cart.","This is the scope for the price rules that are applied to the items already in the cart.","Dit is de ruimte voor de prijsregels die reeds in de wagen worden toegepast op de items.","Este es el alcance de las reglas de precios que se aplican a los elementos ya en el carro.","这是对于在车施加到物品已经价格规则的范围。","Dies ist der Rahmen für die Preisregeln, die den Artikel schon im Einkaufswagen angewendet werden.","Telle est la portée des règles de prix qui sont appliqués sur les articles déjà dans le panier.","Questa è la portata delle norme sui prezzi che vengono applicate agli elementi già nel carrello.","Este é o espaço para as regras de preços que são aplicadas aos itens já no carrinho.","Αυτό είναι το πεδίο εφαρμογής των κανόνων των τιμών που εφαρμόζονται στα στοιχεία ήδη στο καλάθι.","Jest to zakres reguł cenowych, które są stosowane do elementów już w koszyku.","Dette er mulighederne for prisreglerne, der anvendes til de punkter, der allerede i vognen.","Tämä on mahdollisuuksia hinta sääntöjä, joita sovelletaan kohteita jo korissa.","Dette er omfanget for prisregler som gjelder for elementene allerede i handlevognen.","هذا هو مجال للقواعد السعر التي يتم تطبيقها على البنود بالفعل في العربة.","이 카트에서 이미 항목에 적용되는 가격 규칙의 범위이다.","これはカートですでに項目に適用される価格ルールの範囲です。","זהו המרחב כללי המחיר מוחלות הפריטים שכבר בעגלה.","Detta är utrymmet för pris regler som tillämpas på de punkter som redan i kundvagnen.","Jedná se o prostor pro pravidly cenové, které jsou použity k položkám již v nákupním košíku.","Это возможности для правил цен, которые применяются к элементам уже в корзине.","Ito ang saklaw para sa mga patakaran presyo na ay inilapat sa mga item na sa cart.","Kini mao ang kasangkaran sa mga lagda bili nga apply ngadto sa mga butang na sa carromata."
"This is the scope that gives comments of the problem report.","This is the scope that gives comments of the problem report.","Dit is de strekking dat de opmerkingen van het probleem rapport geeft.","Este es el alcance que da observaciones del informe de problemas.","这是使问题报告的注释的范围。","Dies ist der Rahmen, die Kommentare des Problems Bericht gibt.","Telle est la portée qui donne observations du rapport de problème.","Questo è l'ambito che dà commenti del rapporto problema.","Este é o escopo que dá comentários do relatório de problema.","Αυτό είναι το πεδίο που δίνει τις παρατηρήσεις της έκθεσης προβλήματος.","Jest to zakres, który daje komentarze raportu o problemie.","Det er omfanget, der giver kommentarer til problemet rapporten.","Tämä on soveltamisala, joka antaa kommentteja ongelman raportin.","Dette er omfanget som gir kommentarer til problemet rapporten.","هذا هو النطاق الذي يعطي بالتعليقات الواردة في تقرير المشكلة.","이 문제 보고서의 주석을 제공 범위이다.","これは、問題レポートのコメントを与える範囲です。","זהו ההיקף שנותן הערות דוח בעיה.","Detta är omfattningen som ger synpunkter problemrapporten.","Jedná se o prostor, který dává připomínky zprávy o problému.","Это сфера, которая дает комментарии в докладе проблемы.","Ito ang saklaw na nagbibigay ang mga komento ng mga ulat problema.","Kini mao ang kasangkaran nga naghatag komento sa sa report problema."
"This is the scope that gives details about the problem report.","This is the scope that gives details about the problem report.","Dit is de ruimte die details over het probleem rapport geeft.","Este es el alcance que da detalles sobre el informe de problemas.","这是提供有关问题的报告详细信息的范围。","Dies ist der Bereich, der Informationen über das Problem berichten gibt.","Telle est la portée qui donne des détails sur le rapport de problème.","Questo è l'ambito che fornisce dettagli sul rapporto problema.","Este é o escopo que dá detalhes sobre o relatório de problema.","Αυτό είναι το πεδίο που δίνει λεπτομέρειες σχετικά με την αναφορά προβλήματος.","Jest to zakres, który zawiera szczegółowe informacje na temat raportu o problemie.","Det er omfanget, der giver oplysninger om problemet rapporten.","Tämä on soveltamisala, joka antaa tietoja vikailmoituksen.","Dette er omfanget som gir detaljer om problemet rapporten.","هذا هو النطاق الذي يعطي تفاصيل حول تقرير المشكلة.","이 문제 보고서에 대한 세부 정보를 제공 범위이다.","これは、問題レポートの詳細を与える範囲です。","זהו ההיקף שנותן פרטים על דוח הבעיה.","Detta är omfattningen som ger information om problemrapporten.","Jedná se o prostor, který poskytuje podrobné informace o zprávě o problému.","Это сфера, которая дает подробную информацию о докладе проблемы.","Ito ang saklaw na nagbibigay sa mga detalye tungkol sa mga ulat na problema.","Kini mao ang kasangkaran nga naghatag sa mga detalye bahin sa report nga problema."
"This is the scope that gives different flowaction of the task.","This is the scope that gives different flowaction of the task.","Dit is de ruimte die verschillende flowaction de opdracht geeft.","Este es el alcance que da diferente flowaction de la tarea.","这是给任务的不同flowaction范围。","Dies ist der Bereich, die unterschiedliche flowaction der Aufgabe gibt.","Telle est la portée qui donne différents flowaction de la tâche.","Questo è l'ambito che dà diverso flowaction del compito.","Este é o escopo que dá flowaction diferente da tarefa.","Αυτό είναι το πεδίο που δίνει διαφορετικό flowaction της αποστολής.","Jest to zakres, który daje inny flowaction zadania.","Dette er anvendelsesområdet som giver anderledes flowaction af opgaven.","Tämä on laajuus, joka antaa eri flowaction tehtävän.","Dette er omfanget som gir forskjellig flowaction av oppgaven.","هذا هو النطاق الذي يعطي flowaction مختلفة من هذه المهمة.","이 작업의 다른 flowaction을 제공 범위이다.","これは、タスクの異なるflowactionを与える範囲です。","זהו ההיקף שנותן flowaction השונה של משימה.","Detta är omfattningen som ger olika flowaction av uppgiften.","To je rozsah, který dává jiný flowaction úkolu.","Это сфера, которая дает другое flowaction задачи.","Ito ang saklaw na nagbibigay ng iba't ibang flowaction ng gawain.","Kini mao ang kasangkaran nga naghatag lain-laing mga flowaction sa buluhaton."
"This is the scope that gives information of the auditchain group.","This is the scope that gives information of the auditchain group.","Dit is de strekking dat de informatie van de auditchain groep geeft.","Este es el alcance que le da la información del grupo auditchain.","这是给出auditchain组的信息的范围。","Dies ist der Bereich, der Informationen des auditchain Gruppe gibt.","Telle est la portée qui donne des informations du groupe de auditchain.","Questa è la portata che fornisce informazioni del gruppo auditchain.","Esse é o escopo que dá informações do grupo auditchain.","Αυτό είναι το πεδίο που δίνει πληροφορίες για την ομάδα auditchain.","Jest to zakres, który zawiera informacje z grupy auditchain.","Det er omfanget, der giver oplysninger om auditchain gruppen.","Tämä on soveltamisala, joka antaa tietoa auditchain ryhmään.","Dette er omfanget som gir informasjon om auditchain gruppen.","هذا هو النطاق الذي يعطي معلومات من مجموعة auditchain.","이것은 auditchain 그룹의 정보를 제공하는 영역이다.","これはauditchainグループの情報を与える範囲です。","זהו היקף שנותן מידע של קבוצת auditchain.","Detta är omfattningen som ger information om auditchain gruppen.","To je rozsah, který poskytuje informace o skupině auditchain.","Это сфера, которая дает информацию о группе auditchain.","Ito ang saklaw na nagbibigay ng impormasyon sa mga auditchain group.","Kini mao ang kasangkaran nga naghatag impormasyon sa auditchain grupo."
"This is the scope that gives the attachments of different problem report.","This is the scope that gives the attachments of different problem report.","Dit is de strekking dat de bijlagen van verschillende probleem rapport geeft.","Este es el alcance que se da a los archivos adjuntos de diferentes informes de problemas.","这是给不同的问题报告的附件的范围。","Dies ist der Bereich, der die Anlagen der verschiedenen Problembericht gibt.","Telle est la portée qui donne les pièces jointes de rapport de problème différent.","Questo è l'ambito che dà gli attacchi di diverso rapporto problema.","Este é o escopo que dá os anexos de relatório de problema diferente.","Αυτό είναι το πεδίο που δίνει τα συνημμένα των διαφορετικών αναφορά προβλήματος.","Jest to zakres, który daje załączników o różnej raportu o problemie.","Det er omfanget, der giver de vedhæftede filer af forskellig problem rapport.","Tämä on soveltamisala, joka antaa liitteitä eri ongelmaraportin.","Dette er omfanget som gir vedleggene til ulike problemrapport.","هذا هو النطاق الذي يعطي مرفقات تقرير مشكلة مختلفة.","이것은 다른 문제 보고서의 첨부 파일을 제공 범위이다.","これは、異なる問題レポートの添付ファイルを与える範囲です。","זהו היקף שנותן את הקבצים המצורפים לדוח בעיה אחרת.","Detta är omfattningen som ger bilagor av olika problemrapport.","Jedná se o prostor, který dává přílohy různých zprávě problémů.","Это сфера, которая дает вложения различной докладе проблемы.","Ito ang saklaw na nagbibigay sa mga attachment ng iba't ibang mga ulat problema.","Kini mao ang kasangkaran nga naghatag sa mga sumpay, mga dugtong sa lain-laing mga report nga problema."
"This is the scope that gives the auditbalance.","This is the scope that gives the auditbalance.","Dit is de ruimte die de auditbalance geeft.","Este es el alcance que le da al auditbalance.","这是使auditbalance的范围。","Dies ist der Bereich, der die auditbalance verleiht.","Telle est la portée qui donne le auditbalance.","Questa è la portata che dà la auditbalance.","Este é o escopo que dá o auditbalance.","Αυτό είναι το πεδίο που δίνει τη auditbalance.","Jest to zakres, który daje auditbalance.","Dette er rækkevidden, der giver auditbalance.","Tämä on soveltamisala, joka antaa auditbalance.","Dette er omfanget som gir auditbalance.","هذا هو النطاق الذي يعطي auditbalance.","이것은 auditbalance 제공 범위이다.","これはauditbalanceを与える範囲です。","זהו היקף שנותן את auditbalance.","Detta är omfattningen som ger auditbalance.","To je rozsah, který dává auditbalance.","Это сфера, которая дает auditbalance.","Ito ang saklaw na nagbibigay ng auditbalance.","Kini mao ang kasangkaran nga naghatag sa auditbalance."
"This is the scope that gives the equivalent subtask of the task.","This is the scope that gives the equivalent subtask of the task.","Dit is de ruimte die het equivalent deeltaak van de opdracht geeft.","Este es el alcance que da la subtarea equivalente de la tarea.","这是给任务的等效子任务的范围。","Dies ist der Bereich, der die entsprechende Teilaufgabe der Aufgabe gibt.","Ceci est le champ qui donne à la sous-tâche de la tâche équivalent.","Questa è la portata che dà la sottoattività equivalente del compito.","Este é o escopo que dá a subtarefa equivalente da tarefa.","Αυτό είναι το πεδίο που δίνει το ισοδύναμο υποεργασίας του έργου.","Jest to zakres, który daje równoważną podzadania zadania.","Dette er anvendelsesområde, der giver tilsvarende delopgave af opgaven.","Tämä on soveltamisala, joka antaa vastaavan subtask tehtävän.","Dette er omfanget som gir tilsvarende deloppgave av oppgaven.","هذا هو النطاق الذي يعطي فرعية تعادل المهمة.","이 작업의 등가 하위 범위를 제공한다.","これは、タスクの同等のサブタスクを与える範囲です。","זהו ההיקף שנותן פעילות המשנה המקבילה של המשימה.","Detta är omfattningen som ger den ekvivalenta underaktivitet av uppgiften.","Jedná se o prostor, který dává ekvivalentní dílčí úkol tohoto úkolu.","Это сфера, которая дает эквивалентное подзадачи задачи.","Ito ang saklaw na nagbibigay ang katumbas subtask ng gawain.","Kini mao ang kasangkaran nga naghatag sa katumbas subtask sa tahas."
"This is the scope that gives the file attachments of every task.","This is the scope that gives the file attachments of every task.","Dit is de ruimte die het bestand van elke taak geeft.","Este es el alcance que se da a los archivos adjuntos de cada tarea.","这是给每个任务的文件附件的范围。","Dies ist der Rahmen, der die Datei-Anhänge von jeder Aufgabe gibt.","Telle est la portée qui donne les pièces jointes de chaque tâche.","Questo è l'ambito che dà i file allegati di ogni compito.","Este é o escopo que dá os anexos de todas as tarefas de arquivo.","Αυτό είναι το πεδίο που δίνει τα συνημμένα αρχεία του κάθε έργου.","Jest to zakres, który daje załączników każdego zadania.","Det er omfanget, der giver de vedhæftede filer af enhver opgave fil.","Tämä on soveltamisala, joka antaa liitetiedostojen jokaisen tehtävän.","Dette er omfanget som gir filvedlegg til hver oppgave.","هذا هو النطاق الذي يعطي مرفقات الملفات من كل مهمة.","이 모든 작업의​​ 첨부 파일을 제공 범위이다.","これは、すべてのタスクの添付ファイルを与える範囲です。","זהו היקף שנותן קבצים מצורפים של כל משימה.","Detta är omfattningen som ger bifogade filer i varje uppgift.","Jedná se o prostor, který dává souborů příloh každého úkolu.","Это сфера, которая дает файловые вложения каждой задачи.","Ito ang saklaw na nagbibigay sa mga file attachment ng bawat gawain.","Kini mao ang kasangkaran nga naghatag sa file sumpay, mga dugtong sa matag buluhaton."
"This is the scope that gives the permission of the flowaction.","This is the scope that gives the permission of the flowaction.","Dit is de ruimte die de toestemming van de flowaction geeft.","Este es el alcance que le da el permiso del flowaction.","这是给出flowaction的许可的范围。","Dies ist der Rahmen, der die Erlaubnis des flowaction gibt.","Telle est la portée qui donne la permission de la flowaction.","Questo è l'ambito che dà il permesso del flowaction.","Este é o escopo que dá a permissão do flowaction.","Αυτό είναι το πεδίο που δίνει την άδεια του flowaction.","Jest to zakres, który daje zgodę flowaction.","Dette er rækkevidden, der giver tilladelse fra flowaction.","Tämä on soveltamisala, joka antaa lupaa flowaction.","Dette er omfanget som gir tillatelse fra flowaction.","هذا هو النطاق الذي يعطي الإذن من flowaction.","이 flowaction의 권한을 부여 범위이다.","これはflowactionの許可を与える範囲です。","זהו היקף שנותן רשותו של flowaction.","Detta är omfattningen som ger tillstånd av flowaction.","Jedná se o prostor, který dává svolení flowaction.","Это сфера, которая дает разрешение на flowaction.","Ito ang saklaw na nagbibigay pahintulot ng flowaction.","Kini mao ang kasangkaran nga naghatag sa pagtugot sa flowaction."
"This is the scope that gives the process of the account.","This is the scope that gives the process of the account.","Dit is de ruimte die het proces van de rekening geeft.","Este es el alcance que le da el proceso de la cuenta.","这是给该帐户的过程的范围。","Dies ist der Bereich, der den Prozess des Kontos führt.","Ceci est la portée qui donne le procédé de la considération.","Questa è la portata che dà il processo del conto.","Este é o escopo que dá o processo da conta.","Αυτό είναι το πεδίο που δίνει την διαδικασία του λογαριασμού.","Jest to zakres, który zapewnia proces konta.","Dette er anvendelsesområdet som giver processen af ​​kontoen.","Tämä on laajuus, joka antaa prosessi tilin.","Dette er omfanget som gir fremgangsmåten ifølge den kontoen.","هذا هو النطاق الذي يعطي عملية الحساب.","이것은 계정 처리를 제공 범위이다.","これは、アカウントのプロセスを与える範囲です。","זהו היקף שנותן תהליך של חשבון.","Detta är omfattningen som ger processen av kontot.","To je rozsah, který dává proces účtu.","Это сферы, которые дает способ по счету.","Ito ang saklaw na nagbibigay sa mga proseso ng account.","Kini mao ang kasangkaran nga naghatag sa proseso sa sa asoy."
"This is the scope that gives the time spent on the task assigned to a certain user.","This is the scope that gives the time spent on the task assigned to a certain user.","Dit is de strekking dat de tijd besteed aan de taak toegewezen aan een bepaalde gebruiker geeft.","Este es el alcance que le da el tiempo dedicado a la tarea asignada a un determinado usuario.","这是给用在分配给一个特定的用户的任务的时间的范围。","Dies ist der Bereich, der die Zeit von der Aufgabe zugeordnet zu einem bestimmten Benutzer ausgegeben verleiht.","Telle est la portée qui donne le temps consacré à la tâche assignée à un utilisateur.","Questa è la portata che dà il tempo impiegato per il lavoro assegnata a un determinato utente.","Este é o escopo que dá o tempo gasto na tarefa atribuída a um determinado usuário.","Αυτό είναι το πεδίο που δίνει το χρόνο που δαπανάται για την εργασία που έχει ανατεθεί σε ένα συγκεκριμένο χρήστη.","Jest to zakres, który daje czas spędzony na zadaniu przypisany do określonego użytkownika.","Dette er rækkevidden, der giver den tid brugt på den opgave til en bestemt bruger.","Tämä on soveltamisala, joka antaa vietettyä aikaa tehtävän tietylle käyttäjälle.","Dette er omfanget som gir tid brukt på oppgaven tildelt en bestemt bruker.","هذا هو النطاق الذي يعطي الوقت الذي يقضيه في المهمة الموكلة إلى مستخدم معين.","이 특정 사용자에게 할당 된 작업에 소요되는 시간을 제공 범위이다.","これは、特定のユーザーに割り当てられたタスクに費やす時間を与える範囲です。","זהו ההיקף שנותן את הזמן המושקע במשימה מוקצה למשתמש מסוים.","Detta är omfattningen som ger den tid som spenderas på den uppgift som en viss användare.","Jedná se o prostor, který dává čas strávený na úkolu, který určitého uživatele.","Это сфера, которая дает время, затрачиваемое на задачи, поставленной в определенной пользователем.","Ito ang saklaw na nagbibigay sa mga oras na ginugol sa mga gawain na nakatalaga sa isang tiyak na user.","Kini mao ang kasangkaran nga naghatag sa panahon nga gigahin sa sa buluhaton nga gitudlo sa usa ka user."
"This is the status given to the task assigned to every user.","This is the status given to the task assigned to every user.","Dit is de status die aan de taak is toegewezen aan elke gebruiker.","Este es el estado dado a la tarea asignada a cada usuario.","这是考虑到分配给每个用户的任务的状态。","Dies ist der Status der Aufgabe für jeden Benutzer zugewiesen gegeben.","Ceci est le statut donné à la tâche assignée à chaque utilisateur.","Questo è lo stato dato il compito assegnato ad ogni utente.","Este é o status dado à tarefa atribuída a cada usuário.","Αυτή είναι η κατάσταση που δόθηκε στην εργασία που έχει ανατεθεί σε κάθε χρήστη.","Jest to stan podane do zadania przypisane do każdego użytkownika.","Dette er status gives til den opgave, hver bruger.","Tämä on tila määritetään tehtävän jokaiselle käyttäjälle.","Dette er status gis til oppgaven tildelt hver bruker.","هذا هو الوضع بالنظر إلى المهمة الموكلة إلى كل مستخدم.","이것은 모든 사용자에게 할당 된 태스크에 제공된 상태이다.","これは、すべてのユーザーに割り当てられたタスクに与えられた状態です。","זהו המצב שניתנו למשימה שהוקצה לכל משתמש.","Detta är den status som ges till uppgift för varje användare.","To je stav vzhledem k úkolu, který každého uživatele.","Это статус уделено задаче назначается каждому пользователю.","Ito ang status na ibinigay sa mga gawain na nakatalaga sa bawat gumagamit.","Kini mao ang kahimtang nga gihatag ngadto sa buluhaton nga gitudlo sa matag user."
"This is used also in getting the unmappedaccounts..","This is used also in getting the unmappedaccounts..","Deze wordt ook gebruikt bij het verkrijgen van de unmappedaccounts ..","Esto se utiliza también en conseguir los unmappedaccounts ..","这也用于获取unmappedaccounts ..","Dies wird auch in die unmappedaccounts erhalten ..","Il est utilisé également à obtenir les unmappedaccounts ..","Questo è usato anche a ottenere i unmappedaccounts ..","Isto é usado também na obtenção dos unmappedaccounts ..","Αυτό χρησιμοποιείται επίσης για να πάρει τα unmappedaccounts ..","Jest on stosowany również w uzyskaniu unmappedaccounts ..","Dette bruges også i at få unmappedaccounts ..","Tätä käytetään myös saamaan unmappedaccounts ..","Dette er også brukt i å få unmappedaccounts ..","ويستخدم هذا أيضا في الحصول على unmappedaccounts ..","이 unmappedaccounts을 얻기도 사용됩니다 ..","これはunmappedaccountsの取得にも使用されています..","זה משמש גם מקבל את unmappedaccounts ..","Detta används också i att få de unmappedaccounts ..","Používá se také při získávání unmappedaccounts ..","Это используется также в получении unmappedaccounts ..","Ito ay ginagamit din sa pagkuha ng unmappedaccounts ..","Kini gigamit usab sa pagkuha sa mga unmappedaccounts .."
"This is used in the frontend to get the value from the design layout configuration.","This is used in the frontend to get the value from the design layout configuration.","Dit wordt in het frontend op de waarde van de ontwerpopmaak configuratie krijgen.","Esto se utiliza en la interfaz para obtener el valor de la configuración de la disposición de diseño.","这是在前端用于获得从设计布局配置的值。","Dies wird im Frontend verwendet, um den Wert aus dem Design-Layout-Konfiguration zu erhalten.","Il est utilisé dans le frontend pour obtenir la valeur de la configuration du schéma de configuration.","Questo è usato nel frontend per ottenere il valore dalla configurazione del layout di progettazione.","Este é utilizado na interface para obter o valor do esquema de configuração de criação.","Αυτό χρησιμοποιείται στο frontend για να πάρετε την τιμή από τη διαμόρφωση του ντιζάιν.","Jest to wykorzystywane w frontend, aby uzyskać wartość od konfiguracji układu konstrukcji.","Dette bruges i frontend'en at få værdien fra design layout konfiguration.","Tätä käytetään käyttöliittymä saada arvo suunnittelusta layout kokoonpano.","Dette brukes i grensesnittet for å få verdien av den design layout konfigurasjon.","ويستخدم هذا في الواجهة الأمامية للحصول على قيمة من تكوين تخطيط التصميم.","이것은 디자인 레이아웃 구성의 값을 얻기 위해 프론트 엔드에서 사용된다.","これは、設計レイアウト構成から値を取得するためにフロントエンドで使用されます。","זה משמש את הממשק כדי לקבל את הערך מתצורת פריסת תכנון.","Detta används i frontend för att få värdet från konfigurationen design layout.","To se používá v rozhraní k získání hodnoty z konfigurace dispozičního řešení.","Это используется в интерфейсе, чтобы получить значение из конфигурации макета дизайна.","Ito ay ginagamit sa frontend upang makuha ang halaga mula sa configuration disenyo layout.","Kini gigamit sa sa frontend sa pagkuha sa bili gikan sa configuration design layout."
"This is website dependent currency information.","This is website dependent currency information.","Dit is de website afhankelijk valuta-informatie.","Esta es la web de información de moneda dependiente.","这是网站相关的货币信息。","Das ist Webseite abhängig Währung.","Ce sont des informations de la monnaie dépend d'un site web.","Questo è il sito web che indicano la valuta dipendente.","Este é o site de informação moeda dependente.","Αυτή είναι η ιστοσελίδα των πληροφοριών εξαρτάται από το νόμισμα.","To jest strona informacyjna waluty zależne.","Dette er hjemmesiden afhængig valuta oplysninger.","Tämä on sivusto riippuvainen valuutta tietoa.","Dette er nettsiden avhengig valuta informasjon.","هذا الموقع معلومات العملة التابعة.","이 웹 사이트에 의존 통화 정보입니다.","これは、ウェブサイトに依存する通貨情報です。","זהו מידע המטבע אתר תלוי.","Detta är webbplats information beroende valuta.","Toto je webová stránka informace závislý měny.","Это сайт информация зависит валют.","Ito ang website ng impormasyon umaasa currency.","Kini mao ang website nga impormasyon nagsalig currency."
