"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"Review submitted","Review submitted","Recensie ingediend","Comentario enviado","审查提交","Prüfung vorgelegt","Revue soumis","Recensione presentato","Comentário enviado","Κριτική υποβάλλονται","Recenzja złożone","Anmeldelse indsendt","Toimitusvarmuudesta","Gjennomgang innsendt","استعراض المقدمة","리뷰 제출","レビュー提出","סקירה הוגשה","Redovisades","Recenze předloženy","Обзор представлен","Review isinumite","Ribyuha ang gisumiter"
"Review submitted for approval","Review submitted for approval","Beoordeling voorgelegd ter goedkeuring","Revisión presentado para su aprobación","审查报批","Bewertung zur Genehmigung vorgelegt","Revue soumis pour approbation","Recensione sottoposto ad approvazione","Avaliação submetido à aprovação","Κριτική υποβάλλονται για έγκριση","Recenzja przedłożony do zatwierdzenia","Anmeldelse forelægges til godkendelse","Arvostelu toimitettu hyväksyttäväksi","Gjennomgang sendt til godkjenning","استعراض المقدمة للموافقة عليها","검토 승인을 위해 제출","承認のために提出レビュー","סקירה הוגשה לאישור","Recension lämnats in för godkännande","Recenze předložen ke schválení","Обзор представлен на утверждение","Review naisumite para maaprubahan","Ribyuha ang gisumiter alang sa pag-uyon"
"Session doe snot exist","Session doe snot exist","Sessie doe snot bestaan","Existe Sesión cierva mocos","会议能源部鼻涕存在","Session doe Rotz vorhanden","Session biche snot existe","Sessione doe snot esiste","Sessão doe ranho existir","Υπάρχουν συνεδρίας ελαφίνα μύξα","Sesja łania smark istnieje","Session doe snot eksisterer","Session naarasjänis räkä olemassa","Session doe snørr eksisterer","جلسة ظبية المخاط وجود","세션 미상 콧물이 존재","セッションのDOE鼻水が存在します","נזלת איילת מושב קיימת","Sessions doe snot existera","Session laň sopel existují","Сессия лань сопли существует","Session usang babae uhog umiiral","Session doe snot anaa"
"Settings not found","Settings not found","Instellingen niet gevonden","Los ajustes no encontrado","找不到设置","Einstellungen nicht gefunden","Réglages introuvable","Impostazioni non trovato","As definições não encontrado","Οι ρυθμίσεις δεν βρέθηκε","Nie znaleziono Ustawienia","Indstillingerne ikke fundet","Asetukset ei löytynyt","Innstillinger ikke funnet","لم يتم العثور على إعدادات","설정을 찾을 수 없습니다","設定が見つかりません","הגדרות לא מצא","Inställningar hittades inte","Nastavení nebyl nalezen","Настройки не найдены","Hindi natagpuan ang Settings","Settings dili makaplagan"
"Some items moved to the cart,  but not all items could be added to the cart","Some items moved to the cart,  but not all items could be added to the cart","Sommige objecten verplaatst naar de kar,  maar niet alle items kunnen worden toegevoegd aan de winkelwagen","Algunos elementos se trasladaron al carro,  pero no todos los elementos se podrían añadir a la cesta","一些项目移动到车，但不是所有的项目可以被添加到购物车","Einige Gegenstände bewegt in den Warenkorb gelegt,  aber nicht alle Produkte könnten in den Warenkorb gelegt werden","Certains éléments déplacés vers le panier,  mais pas tous les éléments peuvent être ajoutés à votre panier","Alcuni elementi spostati al carrello,  ma non tutti gli elementi possono essere aggiunti al carrello","Alguns itens movido para o carrinho,  mas nem todos os itens podem ser adicionados ao carrinho","Ορισμένα στοιχεία μετακόμισε στο καλάθι,  αλλά δεν είναι όλα τα στοιχεία θα μπορούσε να προστεθεί στο καλάθι","Niektóre pozycje przeniesiony do koszyka,  ale nie wszystkie pozycje mogą być dodane do koszyka","Nogle elementer flyttet til vognen,  men ikke alle punkter kunne lægges til vognen","Joitakin kohteita muutti ostoskoriin,  mutta ei kaikki kohteet voidaan lisätä ostoskoriin","Noen elementer flyttet til vognen,  men ikke alle elementer kan legges i handlekurven","بعض البنود انتقلت إلى العربة، ولكن يمكن أن تضاف ليس كل العناصر إلى عربة","일부 항목은 카트로 이동하지만,  모든 항목이 장바구니에 추가 할 수 있습니다","いくつかの項目は、カートに移動ではなく、すべての項目は、カートに追加することができます","חלק מהפריטים עברו לעגלה,  אבל לא את כל הפריטים ניתן להוסיף לעגלה","Vissa objekt flyttade till vagnen,  men inte alla punkter skulle kunna läggas till vagnen","Některé položky se stěhoval do košíku,  ale ne všechny položky lze přidat do košíku","Некоторые элементы перемещаются в корзину,  но не все элементы могут быть добавлены в корзину","Ang ilang mga item ay inilipat na sa cart,  ngunit hindi lahat ng mga item ay maaaring maidagdag sa mga cart","Ang ubang mga butang nga mibalhin ngadto sa carromata,  apan dili ang tanan nga mga butang mahimo nga idugang ngadto sa carromata"
"Tag '%1' has been accepted for moderation.","Tag '%1' has been accepted for moderation.","Tag '%1' is voor matiging aanvaard.","Tag '%1' ha sido aceptado para su moderación.","标签“％1”已经被接受审核。","Tag '%1' ist für die Moderation übernommen.","Tag '%1' a été accepté pour la modération.","Tag '%1' è stato accettato per la moderazione.","Tag '%1' foi aceito para moderação.","Ετικέτα '%1' έχει γίνει δεκτή για μετριοπάθεια.","Tag '%1' został przyjęty do moderacji.","Tag '%1' er blevet accepteret til mådehold.","Tag %1 on hyväksytty maltillisesti.","Tag '%1' har blitt akseptert for moderasjon.","وقد قبلت علامة '٪ 1' للاعتدال.","태그 '%1'이 (가) 검토를 위해 받아 들여졌다.","タグ '％1'はモデレーションのために受け入れられてきました。","תג '%1' התקבל למתינות.","Tag %1 har accepterats för moderering.","Tag '%1' byl přijat kvůli moderování.","Метка %1 был принят на модерацию.","Tag '%1' ay tinanggap para sa pagmo-moderate.","Tag '%1' nga gidawat alang sa kasarangang."
"Tag '%1' is added successfully.","Tag '%1' is added successfully.","Tag%1 is succesvol toegevoegd.","Tag '%1' se ha añadido con éxito.","标签“％1”添加成功。","Tag '%1' ist erfolgreich hinzugefügt.","Tag '%1' est ajouté avec succès.","Tag '%1' è aggiunta con successo.","Tag '%1' é adicionada com sucesso.","Ετικέτα '%1' προστέθηκε με επιτυχία.","Tag '%1' zostanie dodany pomyślnie.","Tag '%1' er tilføjet.","Tag %1 on lisätty onnistuneesti.","Tag '%1' er lagt til.","تم إضافة علامة '٪ 1' بنجاح.","태그 '%1'이 (가) 성공적으로 추가됩니다.","タグ '％1'は正常に追加されます。","תג '%1' בהצלחה.","Tag %1 läggas framgångsrikt.","Tag '%1' se úspěšně přidán.","Метка %1 успешно добавлена.","Tag '%1' ay matagumpay na naidagdag.","Tag '%1' gidugang nga malamposon."
"The compared products are now removed","The compared products are now removed","De vergeleken producten worden nu verwijderd","Los productos comparados ahora se quitan","比较产品现已删除","Die verglichenen Produkte werden nun entfernt","Les produits comparés sont maintenant supprimés","I prodotti a confronto sono ora rimossi","Os produtos comparados estão agora removido","Τα προϊόντα απομακρύνονται σε σύγκριση με την επιχειρηση","Porównywane produkty są usuwane","De sammenlignede produkter er nu fjernet","Verrattuna tuotteet poistetaan nyt","De sammenlignede produkter er nå fjernet","تتم إزالة المنتجات مقارنة الآن","비교 제품은 제거됩니다","比較製品は削除されるようになりました","המוצרים בהשוואה כעת הוסרו","De jämförda produkterna är nu borttagna","Srovnávané výrobky jsou nyní odstraněny","Сравниваемые продукты теперь удалены","Ang kumpara produkto ay inalis na ngayon","Ang itandi produkto karon gikuha"
"the given answer ID does not belong to the given Poll.","the given answer ID does not belong to the given Poll.","het gegeven antwoord ID behoort niet tot de gegeven Poll.","el ID de respuesta dada no pertenece a la encuesta dada.","给定答案ID不属于指定的投票。","die gegebene Antwort-ID nicht dem gegebenen Umfrage gehören.","l'ID de réponse donnée ne fait pas partie du sondage donné.","il dato ID risposta non appartiene al sondaggio dato.","o ID de resposta não pertencem à enquete dada.","η δεδομένη ID απάντηση δεν ανήκει στη δεδομένη Poll.","dany ID odpowiedź nie należy do danego Poll.","den givne svar-id ikke hører til den givne Poll.","annettu vastaus ID ei kuulu tietyn Poll.","den gitte svaret ID ikke tilhører den gitte Poll.","لا ينتمي ID الجواب على استطلاع معين.","주어진 답 ID는 주어진 설문 조사에 속하지 않습니다.","指定された回答IDは、指定された世論調査に属していません。","זיהוי התשובה שניתן אינו שייך לסקר נתון.","det givna svaret ID inte tillhör den givna Poll.","daná odpověď ID nepatří do daného hlasování.","данная ответ ID не принадлежит к данной опросе.","ang naibigay na sagot ID ay hindi nabibilang sa mga ibinigay na Poll.","ang gihatag nga tubag ID dili iya sa gihatag nga Poll."
"The maximum order of this product is %1","The maximum order of this product is %1","De maximale bestelling voor dit product is 1%","El pedido máximo de este producto es de 1%","该产品的最大阶数为1％","Die maximale Bestell dieses Produkts ist%1","L'ordre maximum de ce produit est 1%","L'ordine massimo di questo prodotto è 1%","A ordem máximo deste produto é de 1%","Η μέγιστη τάξη αυτού του προϊόντος είναι 1%","Maksymalna porządek tego produktu jest%1","Den maksimale orden af ​​dette produkt er%1","Suurin järjestys tämä tuote on%1","Den maksimale rekkefølgen av dette produktet er%1","النظام الحد الأقصى لهذا المنتج هو٪ 1","이 제품의 최대 순서는 %1입니다","この製品の最大次数は％1です","כדי המרבי של מוצר זה הוא 1%","Den maximala order av denna produkt är%1","Maximální objednávka tohoto výrobku je 1%","Максимальный порядок этого продукта 1%","Ang maximum order ng produktong ito ay 1%","Ang maximum nga kapunongan sa niini nga produkto mao%1"
"The maximum quantity of product %1 is: %2","The maximum quantity of product %1 is: %2","De maximale hoeveelheid product%1:%2","La cantidad máxima de producto 1% es:%2","产品1％的最大数量为：％2","Die maximale Produktmenge, %1: 2%","La quantité maximale de produit%1 est:%2","La quantità massima di prodotto%1 è: 2%","A quantidade máxima de produto 1% é:%2","Η μέγιστη ποσότητα του προϊόντος είναι 1%: 2%","Maksymalna ilość produktów%1 jest:%2","Den maksimale mængde af produktet%1 er:%2","Enimmäismäärä Tuotteen%1 on:%2","Den maksimale mengde produkt%1 er:%2","الكمية القصوى من الناتج٪ 1:٪ 2","제품 %1의 최대 수량은 다음과 같습니다 %2","製品の1％の最大量は、次のとおりです。％2","הכמות המרבית של מוצר%1:%2","Den maximala mängd av produkten%1 är:%2","Maximální množství produktu%1 je: 2%","Максимальное количество продукции%1:%2","Ang maximum na dami ng mga produkto na%1 ay:%2","Ang maximum nga gidaghanon sa mga produkto%1: 2%"
"The maximum quantity of product '%1 is: %2","The maximum quantity of product '%1 is: %2","De maximale hoeveelheid van het product '%1:%2","La cantidad máxima del producto '%1 es:%2","产品的“％1的最大数量为：％2","Die maximale Menge des Produktes '%1:%2","La quantité maximale de produit '%1 est:%2","La quantità massima di prodotto '%1 è: 2%","A quantidade máxima de produto '%1 é a seguinte: 2%","Η μέγιστη ποσότητα του προϊόντος «%1 είναι: 2%","Maksymalna ilość produktu '%1 jest:%2","Den maksimale mængde af produktet '%1 er:%2","Enimmäismäärä tuotteen%1 on:%2","Den maksimale mengde produkt '%1 er:%2","الكمية القصوى من المنتج '٪ 1:٪ 2","%1 '제품의 최대 수량은 다음과 같습니다 %2","製品 '％1の最大量は、次のとおりです。％2","הכמות המרבית של מוצר '%1:%2","Den maximala mängd av produkten %1 är:%2","Maximální množství produktu %1:%2","Максимальное количество продукта %1:%2","Ang maximum na dami ng mga produkto '%1 ay:%2","Ang maximum nga gidaghanon sa mga produkto '%1: 2%"
"The minimum order of this product is %1","The minimum order of this product is %1","De minimale bestelling van dit product is 1%","El pedido mínimo de este producto es 1%","该产品的最低订购量为1％","Die Mindestbestellmenge für dieses Produkt 1%","Le minimum de commande de ce produit est 1%","L'ordine minimo di questo prodotto è 1%","O pedido mínimo deste produto é de 1%","Η ελάχιστη παραγγελία αυτού του προϊόντος είναι 1%","Minimalne zamówienie tego produktu jest%1","Den mindste ordre af dette produkt er%1","Minimitilaus Tämän tuotteen on%1","Minste bestilling av dette produktet er%1","من أجل الحد الأدنى من هذا المنتج هو٪ 1","이 제품의 최소 주문은 %1입니다","この製品の最低注文は％1です","מינימום ההזמנה של מוצר זה היא 1%","Den minsta order av denna produkt är%1","Minimální objednávka tohoto výrobku je 1%","Минимальный заказ этого продукта 1%","Ang minimum na pagkakasunud-sunod ng mga produktong ito ay 1%","Ang minimum nga kapunongan niini nga produkto mao%1"
"The minimum quantity of product %1 is: %2","The minimum quantity of product %1 is: %2","De minimale hoeveelheid product%1:%2","La cantidad mínima de producto%1 es:%2","的产品％1的最小数量是：2％","Die Mindestmenge von Produkt%1:%2","La quantité minimale de produit%1 est:%2","La quantità minima di prodotto%1 è: 2%","A quantidade mínima de produto 1% é:%2","Η ελάχιστη ποσότητα του προϊόντος είναι 1%: 2%","Minimalna ilość produktów%1 jest:%2","Den mindste mængde af produktet%1 er:%2","Vähimmäismäärä tuotteen%1 on:%2","Den minste mengde produkt%1 er:%2","الحد الأدنى من كمية المنتج٪ 1:٪ 2","제품 %1의 최소 수량은 다음과 같습니다 %2","製品の1％の最小量である：％2","הכמות המינימלית של מוצר%1:%2","Den minsta mängd av produkten%1 är:%2","Minimální množství produktu%1 je: 2%","Минимальное количество продукта%1:%2","Ang minimum na dami ng produkto%1 ay:%2","Ang minimum nga gidaghanon sa mga produkto%1: 2%"
"The minimum quantity of product '%1 ' is: %2","The minimum quantity of product '%1 ' is: %2","De minimale hoeveelheid product%1 is:%2","La cantidad mínima de producto '%1' es:%2","产品的“％1”的最低数量为：％2","Die minimale Menge des Produkts '%1' ist:%2","La quantité minimale de produit '%1' est:%2","La quantità minima di prodotto '%1' è: 2%","A quantidade mínima de produto '%1' é:%2","Η ελάχιστη ποσότητα του προϊόντος «1%» είναι: 2%","Minimalna ilość produktu '%1' to:%2","Den mindste mængde af produktet '%1' er:%2","Vähimmäismäärä tuotteen '%1' on:%2","Den minste mengde produkt '%1' er:%2","الحد الأدنى من كمية المنتج '٪ 1' هي:٪ 2","제품 '%1'의 최소 수량은 다음과 같습니다 %2","製品 '％1'の最小量である：％2","הכמות המינימלית של המוצר '%1' היא:%2","Den minsta mängd av produkten%1 är:%2","Minimální množství produktu '%1':%2","Минимальное количество продукта %1 является:%2","Ang minimum na dami ng produkto '%1' ay:%2","Ang minimum nga gidaghanon sa mga produkto '%1' mao:%2"
"The product is currently not sold anymore,  please remove from cart","The product is currently not sold anymore,  please remove from cart","Het product is momenteel niet meer verkocht,  verwijder uit het mandje","El producto no se vende más,  por favor,  elimine del carrito","该产品目前不卖了，请从购物车中删除","Das Produkt ist derzeit nicht mehr verkauft werden, wenden Sie sich bitte aus dem Warenkorb entfernen","Le produit est actuellement pas plus vendu,  s'il vous plaît retirer du panier","Il prodotto non è attualmente venduto più,  si prega di rimuovere dal carrello","O produto é vendido atualmente não mais,  por favor,  retire do carrinho","Το προϊόν αυτό δεν πωλείται πλέον,  παρακαλείστε να αφαιρέσετε από το καλάθι","Produkt nie jest obecnie sprzedawany już,  proszę usunąć z koszyka","Produktet er i øjeblikket ikke sælges længere,  skal du fjerne fra kurv","Tuote ei tällä hetkellä myydä enää,  poista vaunusta","Produktet er for tiden ikke selges lenger,  må du fjerne fra kurven","حاليا لا يباع المنتج بعد الآن، الرجاء إزالة من عربة","이 제품은 현재 카트에서 제거하십시오,  더 이상 판매하지 않습니다","製品は現在、カートから削除してください、もう販売されていません","המוצר כרגע לא נמכר יותר,  בבקשה להסיר מהעגלה","Produkten är för närvarande inte säljs längre,  ta bort från kundvagn","Produkt je v současné době není prodáván už,  prosím odstranit z košíku","Продукт в настоящее время больше не продается,  пожалуйста,  удалите из корзины","Ang produkto ay kasalukuyang hindi ipagbibili anymore,  mangyaring tanggalin ang mula sa cart","Ang produkto mao ang karon dili na gibaligya, palihug kuhaon gikan sa carromata "
"The product is not in stock.","The product is not in stock.","Het product is niet op voorraad.","El producto no está en stock.","该产品没有库存。","Das Produkt ist nicht auf Lager.","Le produit est en stock.","Il prodotto non è in magazzino.","O produto não está em estoque.","Το προϊόν δεν είναι άμεσα διαθέσιμο.","Produkt nie jest dostępny w magazynie.","Produktet ikke er på lager.","Tuotetta ei ole varastossa.","Produktet er ikke på lager.","المنتج ليس في الأوراق المالية.","이 제품은 재고가 없습니다.","商品は在庫がありません。","המוצר אינו במלאי.","Produkten finns inte i lager.","Produkt není na skladě.","Продукт нет на складе.","Ang produkto ay hindi sa stock.","Ang produkto mao ang dili sa stock."
"The promotion is only valid for logged in customers","The promotion is only valid for logged in customers","De promotie is alleen geldig voor ingelogde klanten","La promoción sólo es válida para clientes conectado","对于登录的客户推广才有效","Die Aktion ist nur gültig für eingeloggte Kunden","La promotion est valable uniquement pour les clients connecté","La promozione è valida solo per i clienti registrati","A promoção é válida apenas para clientes logado","Η προσφορά ισχύει μόνο για συνδεδεμένους πελάτες","Promocja jest ważna tylko dla zalogowanych użytkowników","Kampagnen gælder kun for logget på kunderne","Edistäminen on voimassa vain kirjautuneena asiakkaille","Kampanjen gjelder kun logget inn kunder","تعزيز صالحا فقط للتسجيل في العملاء","고객이 로그인 한 홍보에만 유효합니다","顧客のログインのためのプロモーションにのみ有効です","הקידום תקף רק ללקוחות מחובר","Kampanjen gäller endast för inloggade kunder","Tato akce platí pouze pro přihlášené zákazníky","Акция действительна только для зарегистрированных клиентов в","Ang promosyon ay may-bisa lamang para sa mga naka-log in customer","Ang promosyon mao lamang balido alang sa Logged sa kustomer"
"The promotion with this coupon code is already finished","The promotion with this coupon code is already finished","De promotie van deze coupon code is al klaar","La promoción con este código de descuento ya está terminado","促进与此优惠券代码已经完成","Die Förderung mit diesem Gutscheincode ist schon fertig","La promotion avec ce code promo est déjà terminée","La promozione con questo codice promozionale è già finito","A promoção com este código de cupom já está concluído","Η προώθηση με αυτό το κωδικό κουπονιού έχει ήδη ολοκληρωθεί","Promocja z tym kodem kuponu jest już gotowy","Fremme med denne kupon kode er allerede færdig","Edistäminen tällä kuponkikoodi on jo päättynyt","Kampanjen med denne kupongkode er allerede ferdig","الانتهاء من الترويج مع هذا رمز القسيمة بالفعل","이 쿠폰 코드와 프로모션이 이미 완료","このクーポンコードとプロモーションは、すでに終了しています","הקידום עם קוד קופון זה כבר נגמר","Främjandet med denna kupong koden är redan färdig","Podpora tohoto kuponu je již dokončena","Продвижение с этим скидочный купон уже закончил","Ang pag-promote na may code ng kupon na ito ay ginagamit na natapos","Ang promosyon uban sa niini nga kupon code na nahuman"
"The promotion with this discount coupon code is not yet started","The promotion with this discount coupon code is not yet started","De promotie van deze kortingscoupon code is nog niet gestart","La promoción con este código de cupón de descuento todavía no se ha iniciado","尚未开始推广使用此优惠券代码","Die Förderung mit diesem Gutscheincode ist noch nicht gestartet","La promotion de ce code coupon de réduction est pas encore commencé","La promozione di questo codice coupon di sconto non è ancora iniziato","A promoção com este código de cupom de desconto ainda não é iniciado","Η προώθηση με αυτόν τον κωδικό εκπτωτικό κουπόνι δεν έχει ακόμη αρχίσει","Promocja z tym kodem kuponu rabatowego nie jest jeszcze rozpoczęte","Fremme med denne rabat kupon kode er endnu ikke påbegyndt","Edistäminen tällä alennus kuponkikoodi ei ole vielä aloitettu","Kampanjen med denne rabatten kupongkode er ennå ikke startet","تعزيز مع هذا رمز القسيمة الخصم لم تبدأ بعد","이 할인 쿠폰 코드와 프로모션은 아직 시작되지 않았습니다","この割引クーポンコードでのプロモーションはまだ開始されていません","הקידום עם קוד קופון הנחה זו עדיין לא התחיל","Främjandet med denna rabattkupong kod ännu inte börjat","Podpora se tato sleva kupón se ještě nezačalo","Продвижение с этим скидка скидочный купон еще не начал","Ang pag-promote na may code discount coupon na ito ay hindi pa nagsimula","Ang promosyon uban sa niini nga discount kupon code wala pa nagsugod"
"The selected poll does not have a question.","The selected poll does not have a question.","De geselecteerde poll niet heb een vraag.","La encuesta seleccionada no tiene una pregunta.","所选的投票没有问题。","Die ausgewählte Umfrage nicht über eine Frage.","Le sondage sélectionné n'a pas une question.","Il sondaggio selezionato non ha una domanda.","A pesquisa selecionado não tem uma pergunta.","Το επιλεγμένο δημοσκόπηση δεν έχω μια ερώτηση.","Wybrany ankieta nie pytanie.","Den valgte afstemning har ikke et spørgsmål.","Valittu kysely ei ole kysymys.","Den valgte avstemningen har ikke et spørsmål.","لم يقم الاستطلاع اختيار السؤال.","선택한 설문 조사 질문이 없습니다.","選択された世論調査では質問がありません。","הסקר שנבחר אין שאלה.","Den valda enkät har inte en fråga.","Vybraný hlasování nemá otázku.","Выбранный опрос не есть вопрос.","Ang mga napiling poll ay hindi isang tanong.","Ang pinili nga poll dili sa usa ka pangutana."
"The username or e-mail is unknown","The username or e-mail is unknown","De gebruikersnaam of e-mail is niet bekend","El nombre de usuario o correo electrónico es desconocida","用户名或电子邮件不明","Der Benutzername oder E-Mail ist nicht bekannt”","Le nom d'utilisateur ou e-mail est inconnu","L'e-mail o nome utente è sconosciuto","O nome de usuário ou e-mail é desconhecido","Το όνομα χρήστη ή e-mail είναι άγνωστη","Nazwa użytkownika lub adres e-mail jest nieznany","Brugernavnet eller e-mail er ukendt","Käyttäjätunnus tai e-mail ei tunneta","Brukernavnet eller e-post er ukjent","البريد الإلكتروني أو اسم المستخدم غير معروف","사용자 이름 또는 전자 메일을 알 수","ユーザー名または電子メールは不明です","הדואר אלקטרוני שם המשתמש או אינו ידוע","Användarnamnet eller e-post är okänd","E-mailová nebo uživatelské jméno není známo","Имя пользователя или адрес электронной почты неизвестно","Ang username o e-mail ay hindi kilala","Ang username o e-mail mao ang wala mailhi"
"There are no items in the shopping cart,  unable to check out","There are no items in the shopping cart,  unable to check out","Er zijn geen items in het winkelwagentje, niet in staat om te controleren","No hay artículos en la cesta de la compra,  incapaces de ver","有在购物车中没有产品，无法检查出","Es sind keine Artikel im Warenkorb, nicht in der Lage zu überprüfen”","Il n'y a pas d'articles dans le panier,  incapables de vérifier","Non ci sono articoli nel carrello,  incapaci di controllare","Não há itens no carrinho de compras,  incapaz de verificar","Δεν υπάρχουν προϊόντα στο καλάθι αγορών,  δεν μπορεί να ελέγξει έξω","Nie ma żadnych towarów w koszyku,  nie mogąc sprawdzić","Der er ingen varer i indkøbsvognen,  ude af stand til at tjekke","Ei ole kohteita ostoskoriin,  voi tarkistaa","Det er ingen varer i handlekurven,  ute av stand til å sjekke ut","لا توجد بنود في عربة التسوق، وغير قادرة على التحقق من","체크 아웃 할 수없는 쇼핑 바구니에 항목이 없습니다","チェックアウトすることができませんでしショッピングカートに商品はありません","אין פריטים בעגלת הקניות,  לא הצליחו לבדוק את","Det finns inga varor i kundvagnen,  oförmögen att kolla in","Nejsou žádné položky v nákupním košíku,  neschopnost check out","Там нет товаров в корзине,  не в состоянии проверить","Walang mga item sa shopping cart,  hindi upang tingnan ang","Walay butang sa shopping carromata,  dili sa check"
"There are not that many products available anymore.","There are not that many products available anymore.","Er zijn niet veel producten meer beschikbaar.","No hay que muchos productos disponibles ya.","有没有那么多的产品​​面世了。","Es gibt nicht so viele Produkte mehr.","Il n'y a pas que de nombreux produits disponibles plus.","Non ci sono molti prodotti disponibili più.","Não há que muitos produtos disponíveis anymore.","Δεν υπάρχουν ότι πολλά προϊόντα που διατίθενται πια.","Nie ma zbyt wiele produktów dostępnych już.","Der er ikke så mange produkter til rådighed længere.","Ei ole,  että monet tuotteet saa enää.","Det er ikke så mange produkter tilgjengelig lenger.","ليست هناك أن العديد من المنتجات المتوفرة بعد الآن.","가능한 많은 제품은 더 이상이 없습니다.","利用できる多くの製品はもうありません。","אין מוצרים שרבים זמינים יותר.","Det finns inte så många produkter som finns längre.","Není mnoho produktů,  které k dispozici ještě.","Есть не так много продуктов,  доступных больше.","May mga hindi na ang maraming mga produkto na makukuha ngayon.","Adunay dili nga sa daghan nga mga produkto nga anaa na."
"There are only %1 items of this product available...","There are only %1 items of this product available...","Er zijn slechts%1 items van dit product ...","Hay solamente 1% artículos de este producto disponibles ...","有此产品的可用的只有1％的项目...","Es gibt nur%1 Beiträge zu diesem Artikel vorhanden ...","Il ya seulement 1% des éléments de ce produit disponible ...","Ci sono solo%1 oggetti di questo prodotto disponibili ...","Há apenas%1 itens deste produto disponíveis ...","Υπάρχουν μόνο%1 αντικείμενα αυτού του προϊόντος είναι διαθέσιμη ...","Istnieją tylko%1 szt tego produktu dostępnego ...","Der er kun%1 poster dette produkt til rådighed ...","On vain%1 kohdetta tämän tuotteen saatavilla ...","Det er bare%1 elementer av dette produktet tilgjengelig ...","لا يوجد سوى 1٪ من بنود هذا المنتج متاح ...","사용할 수있는이 제품의 %1 항목이 있습니다 ...","利用可能なこの製品の唯一の％1の項目があります...","יש רק%1 פריטים של מוצר זה זמין ...","Det finns endast%1 poster av denna produkt finns ...","Existují pouze%1 položky tohoto produktu k dispozici ...","Есть только 1% элементов этого продукта доступной ...","Mayroon lamang ang%1 item ng mga magagamit na produktong ito ...","Adunay lamang%1 mga butang niini nga produkto nga anaa ..."
"There was no compare products yet","There was no compare products yet","Er was nog geen producten vergelijken","No había productos comparar todavía","有没有比较的产品尚未","Es gab keine zu vergleichen ist leer","Il n'y avait pas encore de produits Comparer","C'era ancora confrontare prodotti","Não houve ainda comparar produtos","Δεν υπήρχε συγκρίνετε προϊόντα ακόμα","Nie było jeszcze żadnych Porównaj produkty","Der var ingen sammenligne produkter endnu","Ei ollut vertailla tuotteita vielä","Det var ingen sammenligne produkter ennå","لم يكن هناك أي مقارنة المنتجات بعد","더 비교 제품은 아직 없었다","全く比較製品はまだありませんでした","לא היו מוצרים להשוות עדיין","Det fanns inga specialprodukter ännu","Tam byl žádné porovnat výrobky dosud","Там еще не было Сравнить продукты","Nagkaroon pa walang ihambing ang mga produkto","Walay itandi produkto pa"
"This e-mail address was not (yet) subscribed. Unsubscribtion not successfull","This e-mail address was not (yet) subscribed. Unsubscribtion not successfull","Dit e-mail adres is (nog) niet onderschreven. Unsubscribtion niet succesvol","Esta dirección de correo electrónico no es (todavía) suscrito. No Unsubscribtion exitosa","该E-mail地址是（还）没有认购。 Unsubscribtion不是全成","Diese E-Mail-Adresse war (noch) nicht beteiligt. Unsubscribtion nicht erfolgreich","Cette adresse e-mail n'a pas (encore) souscrit. Unsubscribtion pas réussie","Questo indirizzo e-mail non è stata (ancora) sottoscritto. Non Unsubscribtion VINCENTE","Este endereço de e-mail não foi (ainda) subscrito. Não Unsubscribtion bem sucedida","Αυτή η διεύθυνση ηλεκτρονικού ταχυδρομείου δεν ήταν (ακόμη) προσυπογράψει. Δεν Unsubscribtion επιτυχής αλλά","Ten adres e-mail nie było (jeszcze) abonamentu. Nie Unsubscribtion odniosła sukces","Denne e-mailadresse var (endnu) ikke tilmeldt. Unsubscribtion ikke lykkedes","Tämä sähköpostiosoite ei (vielä) merkitty. Unsubscribtion ei onnistunut","Denne e-postadressen var ikke (ennå) tegnet. Unsubscribtion ikke vellykket","هذا البريد الإلكتروني ليست (بعد) اكتتب. Unsubscribtion ليس النجاح","이 이메일 주소는 (아직) 가입 아니었다. 성공적인하지 Unsubscribtion","このメールアドレスは、（まだ）ありませんでした加入しました。成功していないUnsubscribtion","כתובת דואל זו לא הייתה (עדיין) מנוייה. Unsubscribtion לא מוצלח","Den här e-postadressen var inte (ännu) tecknas. Unsubscribtion inte lyckad","Tato e-mailová adresa není (zatím) upsaný. Unsubscribtion není úspěšná","Этот адрес электронной почты не было (пока) подписался. Не Unsubscribtion успеху","Ang e-mail address ay hindi (pa) naka-subscribe. Hindi Unsubscribtion matagumpay","Kini nga e-mail address nga dili (pa) subscribe. Unsubscribtion dili successfull"
