"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"Copyright Copyright of the software","Copyright Copyright of the software","Auteursrecht Het auteursrecht op de software","Derechos de autor Copyright del software","版权所有的软件著作权","Urheberrecht Copyright der Software","Droit d'auteur Droit d'auteur du logiciel","Copyright Copyright del software","Direitos de Autor Copyright do software","Πνευματικά δικαιώματα Τα πνευματικά δικαιώματα του λογισμικού","Prawa autorskie Prawa autorskie do oprogramowania","Ophavsret Ophavsret af softwaren","Tekijänoikeudet Tekijänoikeudet ohjelmisto","Copyright Copyright av programvaren","حقوق الطبع والنشر حقوق الطبع والنشر من البرنامج","소프트웨어의 저작권 저작권","ソフトウェアの著作権に関する著作権","זכויות יוצרים זכויות היוצרים על התוכנה","Upphovsrätt Upphovsrätt av programvaran","Autorská práva Copyright softwaru","Авторские права на программное обеспечение","Copyright Copyright ng software","Copyright Copyright sa software"
"Version Current used version","Version Current used version","De huidige versie gebruikt versie","Versión utilizada versión actual","当前版本使用的版本","Version Aktuelle Version verwendet","Version actuelle version utilisée","Versione corrente versione utilizzata","Versão atual versão utilizada","Έκδοση ρεύματος που χρησιμοποιείται για την έκδοση","Wersja Aktualna wersja używana","Version Aktuel brugt udgave","Versio Nykyinen käytetty versio","Versjon Nåværende brukt versjon","الإصدار الحالي النسخة المستخدمة","버전 현재 사용 버전","バージョン現在使用されたバージョン","גרסה השתמשה בגרסה הנוכחית","Version Aktuell använt version","Aktuální verze používá verze","Текущая версия используемой версией","Bersyon Kasalukuyang ginagamit na bersyon","Version Current gigamit nga bersyon"
"Info Information on the model-view-controller options","Info Information on the model-view-controller options","Info Informatie over de model-view-controller opties","Información Información sobre las opciones de modelo-vista-controlador","信息模型 - 视图 - 控制器选项信息","Info Informationen zu den Model-View-Controller-Optionen","Infos Informations sur les options modèle-vue-contrôleur","Info Informazioni sulle opzioni Model-View-Controller","Informações As informações sobre as opções de MVC","Πληροφορίες Πληροφορίες σχετικά με τις επιλογές Model-View-Controller","Informacje Informacje na temat opcji Model-View-Controller","Info Oplysninger om model-view-controller muligheder","Info Tiedot MVC-arkkitehtuuri vaihtoehtoja","Info Opplysninger om Model-View-Controller alternativer","معلومات معلومات عن خيارات نموذج للرؤية وحدة تحكم","모델 - 뷰 - 컨트롤러 옵션에 대한 정보 정보","モデル・ビュー・コントローラ・オプションの詳細情報","מידע מידע על אפשרויות Model-View-בקר","Info Information om modell-view-controller alternativ","Info Informace o možnostech Model-View-Controller","Info Информация о вариантах модель-представление-контроллер","Impormasyon Impormasyon sa mga pagpipilian sa model-view-controller","Info Impormasyon sa model-panglantaw-controller mga kapilian"
"Info Manual for this manual","Info Manual for this manual","Info handleiding voor deze handleiding","Manual de información para este manual","信息手册本手册","Info Handbuch für dieses Handbuch","Infos Manuel pour ce manuel","Manuale Info per questo manuale","Manual de Informações para este manual","Πληροφορίες Εγχειρίδιο για αυτό το εγχειρίδιο","Instrukcja Informacje o tym podręczniku","Info Manual til denne vejledning","Info käsikirja tämä käsikirja","Info Manual for denne håndboken","معلومات دليل هذا الدليل","이 설명서에 대한 정보 설명서","このマニュアルの情報マニュアル","מדריך מידע למדריך זה","Info Manual för den här handboken","Info k obsluze tohoto návodu","Информация Руководство для этого руководства","Manual Impormasyon para sa manwal na ito","Info Manwal alang sa niini nga manwal"
"Shows the pay test page","Shows the pay test page","Toont de pay testpagina","Muestra la página de prueba de pago","显示薪酬测试页","Zeigt die Lohntestseite","Affiche la page de test de rémunération","Indica la pagina di test a pagamento","Mostra a página de teste de remuneração","Δείχνει το τεστ αμοιβή σελίδα","Pokazuje stronę testową wynagrodzenie","Viser løn testside","Näyttää palkka testisivu","Viser lønn testside","يظهر صفحة الاختبار الأجور","유료 테스트 페이지를 표시합니다","有料テストページを表示します","מציג את דף בדיקת השכר","Visar lön testsida","Zobrazí pay zkušební stránku","Показывает тестовую страницу оплаты","Ipinapakita ang mga test pay pahina","Nagpakita sa pay test panid"
"Shows the version of the software.","Shows the version of the software.","Geeft de versie van de software.","Muestra la versión del software.","示出了软件的版本。","Zeigt die Version der Software.","Affiche la version du logiciel.","Mostra la versione del software.","Mostra a versão do software.","Εμφανίζει την έκδοση του λογισμικού.","Pokazuje wersję oprogramowania.","Viser version af softwaren.","Näyttää ohjelmistoversio.","Viser versjonen av programvaren.","يدل على نسخة من البرنامج.","소프트웨어의 버전을 표시합니다.","ソフトウェアのバージョンを表示します。","מציג את הגרסה של התוכנה.","Visar version av programvaran.","Zobrazuje verzi softwaru.","Показывает версию программного обеспечения.","Ipinapakita ang mga bersyon ng software.","Nagpakita sa bersyon sa software."
"The client and its websites are on hold (maintenance).","The client and its websites are on hold (maintenance).","De klant en de websites zijn in de wacht (onderhoud).","El cliente y sus sitios web están en espera (mantenimiento).","客户端和网站都搁置（维护）。","Der Kunde und seine Seiten sind auf Halten (Wartung).","Le client et ses sites sont en attente (maintenance).","Il cliente ei suoi siti web sono in attesa (manutenzione).","O cliente e os seus websites estão em espera (manutenção).","Ο πελάτης και ιστοσελίδες του είναι σε αναμονή (συντήρηση).","Klient i jego strony są zawieszone (utrzymanie).","Klienten og dens hjemmesider er på hold (vedligeholdelse).","Asiakas ja sen sivustot ovat pidossa (huolto).","Klienten og dens nettsider er på vent (vedlikehold).","العميل ومواقعها هم في الانتظار (الصيانة).","클라이언트와 웹 사이트 홀드 (유지 보수)에 있습니다.","クライアントとそのウェブサイトは、ホールド（メンテナンス）です。","הלקוח ואתריה בהמתנה (תחזוקה).","Klienten och dess webbplatser är på is (underhåll).","Klient a její webové stránky jsou v pořadí (udržovací).","Клиент и его веб-сайты на удержание (техническое обслуживание).","Ang client at mga website nito ay on hold (maintenance).","Ang kliyente ug ang mga website anaa sa salipdanan (maintenance)."
"The client is not confirmed.","The client is not confirmed.","De klant is niet bevestigd.","El cliente no está confirmado.","客户端不确认。","Der Kunde ist nicht bestätigt.","Le client n'a pas confirmé.","Il cliente non è confermata.","O cliente não está confirmada.","Ο πελάτης δεν έχει επιβεβαιωθεί.","Klient nie jest potwierdzone.","Klienten er ikke bekræftet.","Asiakas ei ole vahvistettu.","Klienten er ikke bekreftet.","لم يتم تأكيد العميل.","클라이언트는 확인되지 않습니다.","クライアントが確認されていません。","הלקוח לא אישר.","Kunden är inte bekräftat.","Klient není potvrzeno.","Клиент не подтверждается.","Ang client ay hindi nakumpirma.","Ang kliyente dili nakumpirmahan."
"The client is removed.","The client is removed.","De klant wordt verwijderd.","Se retira el cliente.","客户端被删除。","Der Client wird entfernt.","Le client est enlevé.","Il cliente viene rimosso.","O cliente é removido.","Ο πελάτης έχει αφαιρεθεί.","Klient zostaje usunięta.","Klienten fjernes.","Asiakas poistetaan.","Klienten blir fjernet.","تتم إزالة العميل.","클라이언트가 제거됩니다.","クライアントが削除されます。","הלקוח הוסר.","Klienten avlägsnas.","Klient se odstraní.","Клиент будет удален.","Ang client ay tinanggal.","Ang kliyente nga gikuha."
"The client is suspended.","The client is suspended.","De klant wordt opgeschort.","El cliente está suspendido.","客户被暂停。","Der Client suspendiert.","Le client est suspendu.","Il cliente è sospeso.","O cliente está suspenso.","Ο πελάτης έχει ανασταλεί.","Klient jest zawieszona.","Klienten er suspenderet.","Asiakas on keskeytetty.","Klienten er suspendert.","علق العميل.","클라이언트가 일시 중단됩니다.","クライアントは中断されています。","הלקוח הוא על תנאי.","Kunden är upphängd.","Klient je pozastavena.","Клиент приостанавливается.","Ang client ay suspendido.","Ang kliyente ang gisuspenso."
"The page that is requested does not exists.","The page that is requested does not exists.","De pagina die wordt opgevraagd bestaat niet.","La página que se solicitó no existe.","被请求的页面不存在。","Die Seite, die angefordert wird, nicht existiert.","La page qui est demandé ne pas existe.","La pagina richiesta non esiste.","A página que é solicitada não existe.","Η σελίδα που ζητήθηκε δεν υπάρχει.","Strona, która jest wymagana nie istnieje.","Den side, der er anmodet om ikke eksisterer.","Sivu, jota on pyydetty ei ole olemassa.","Siden som er bedt om ikke eksisterer.","الصفحة التي يتم طلبها لا يوجد.","요청 된 페이지가 존재하지 않습니다.","要求されたページは存在しません。","הדף שבקש לא קיים.","Den sida som begärs inte existerar.","Stránka, která je požadována neexistuje.","Страница, которая запрашивается не существует.","Hindi umiiral ang pahinang iyon ay hiniling ang ginagawa.","Ang panid nga gihangyo dili anaa."
"The website is not yet confirmed.","The website is not yet confirmed.","De website is nog niet bevestigd.","La página web aún no está confirmado.","该网站是尚未证实。","Die Website ist noch nicht bestätigt.","Le site est pas encore confirmée.","Il sito non è ancora confermato.","O site ainda não está confirmada.","Ο δικτυακός τόπος δεν έχει ακόμα επιβεβαιωθεί.","Strona nie jest jeszcze potwierdzone.","Hjemmesiden er endnu ikke bekræftet.","Sivusto ei ole vielä vahvistettu.","Nettstedet er ennå ikke bekreftet.","لم يتم تأكيد الموقع حتى الآن.","웹 사이트는 아직 확인되지 않았습니다.","ウェブサイトはまだ確認されていません。","האתר עדיין לא אישר.","Webbplatsen är ännu inte bekräftat.","Na webových stránkách ještě není potvrzena.","Сайт пока не подтверждена.","Ang website ay hindi pa nakumpirma.","Ang website wala pa napamatud-an."
"The website is on hold (maintenamce).","The website is on hold (maintenamce).","De website is in de wacht (maintenamce).","La página web está en espera (maintenamce).","该网站是搁置（maintenamce）。","Die Website ist auf Halten (maintenamce).","Le site est en attente (maintenamce).","Il sito web è in attesa (maintenamce).","O site está em espera (maintenamce).","Η ιστοσελίδα είναι σε αναμονή (maintenamce).","Strona jest zawieszone (maintenamce).","Hjemmesiden er i venteposition (maintenamce).","Sivusto on pidossa (maintenamce).","Nettstedet er satt på vent (maintenamce).","الموقع قيد الانتظار (maintenamce).","웹 사이트는 홀드 (maintenamce)에 있습니다.","ウェブサイトは、ホールド（maintenamce）です。","האתר נמצא בהמתנה (maintenamce).","Webbplatsen är parkerad (maintenamce).","Na webových stránkách je v pořadí (maintenamce).","Сайт находится на удержании (maintenamce).","Ang website ay naka-hold (maintenamce).","Ang website mao ang sa ibabaw sa salipdanan (maintenamce)."
"The website is removed.","The website is removed.","De website is verwijderd.","La página web se retira.","该网站被除去。","Die Website wird entfernt.","Le site est retiré.","Il sito è stato rimosso.","O site é removido.","Ο δικτυακός τόπος έχει αφαιρεθεί.","Strona jest usuwany.","Hjemmesiden er fjernet.","Sivusto on poistettu.","Nettstedet er fjernet.","تتم إزالة الموقع.","웹 사이트가 제거됩니다.","ウェブサイトが除去されます。","האתר הוסר.","Webbplatsen tas bort.","Na webových stránkách se odstraní.","Сайт будет удален.","Ang website ay tinanggal.","Ang website nga gikuha."
"The website is suspended.","The website is suspended.","De website wordt opgeschort.","La página web está suspendido.","该网站被暂停。","Die Website wird ausgesetzt.","Le site est suspendu.","Il sito web è sospeso.","O site está suspenso.","Ο δικτυακός τόπος έχει ανασταλεί.","Strona jest zawieszone.","Hjemmesiden er suspenderet.","Sivusto on keskeytetty.","Nettstedet er suspendert.","وعلق الموقع.","웹 사이트가 일시 중단됩니다.","ウェブサイトが中断されます。","האתר מושעה.","Webbplatsen är upphängd.","Na webových stránkách je pozastavena.","Сайт приостановлено.","Ang website ay suspendido.","Ang website suspendido."
"things that needs to be done on intervals","things that needs to be done on intervals","dingen die moet worden uitgevoerd op intervallen","cosas que hay que hacer en intervalos","事情需要在间隔做","Dinge, die muss auf Abständen durchgeführt werden","choses qui doit être fait sur des intervalles","cose che deve essere fatto su intervalli","coisas que precisa ser feito em intervalos","πράγματα που πρέπει να γίνει σε διαστήματα","rzeczy, które należy zrobić na odstępach czasu","ting, der skal gøres på intervaller","asioita, jotka on tehtävä paikan välein","ting som må gjøres på intervaller","الأشياء التي يجب القيام به على فترات","필요 가지 간격에서 수행 할","間隔で行われる必要があるもの","דברים שצריכים להיעשות במרווחי זמן","saker som behöver göras på intervaller","věci, které je třeba udělat na intervalech","вещи, которые должны быть сделаны на интервалах","mga bagay na kailangang gawin sa mga pagitan","mga butang nga kinahanglang buhaton sa mga lat-ang"
"To Change the currency","To Change the currency","Om de valuta te wijzigen","Para cambiar la moneda","要改变货币","Um die Währung wechseln","Pour changer la monnaie","Per cambiare la valuta","Para alterar a moeda","Για να αλλάξετε το νόμισμα","Aby zmienić walutę","Sådan ændres valuta","Vaihtaa valuutan","Å endre valuta","تغيير العملة","통화를 변경하는 방법","通貨を変更するには","כדי לשנות את המטבע","Ändra valuta","Chcete-li změnit měnu","Изменение валюты","Upang Baguhin ang pera","Sa Kausaban sa currency"
"To change the storeview","To change the storeview","Om de Storeview wijzigen","Para cambiar el storeview","要改变storeview","Um die Storeview ändern","Pour changer le Storeview","Per cambiare il storeview","Para alterar o storeview","Για να αλλάξετε την storeview","Aby zmienić storeview","For at ændre storeview","Muuttaa storeview","For å endre storeview","لتغيير storeview","storeview을 변경하려면","storeviewを変更するには","כדי לשנות את storeview","Om du vill ändra storeview","Chcete-li změnit storeview","Чтобы изменить storeview","Upang baguhin ang storeview","Sa pag-usab sa mga storeview"
"To confirm and unsubscribe using urls","To confirm and unsubscribe using urls","Om te bevestigen en af ​​te melden met behulp van URL's","Para confirmar y darse de baja usando urls","要确认和退订使用URL","Um zu bestätigen, und kündigen mit URLs","Pour confirmer et vous désinscrire en utilisant les urls","Per confermare e cancellare usando URL","Para confirmar e sair usando urls","Για να επιβεβαιώσετε και να διαγραφείτε από τη χρήση urls","Aby potwierdzić i wypisać za pomocą adresów URL","At bekræfte og afmelde bruge webadresser","Vahvista ja peruuttaa tilauksen käyttämällä URL","For å bekrefte og avslutte abonnementet ved hjelp av nettadresser","لتأكيد وإلغاء الاشتراك باستخدام عناوين","확인하고 URL을 사용하여 가입을 취소하려면","確認したURLを使用して解除します","כדי לאשר ולבטל את המנוי באמצעות כתובות","För att bekräfta och avsluta prenumerationen med hjälp av webbadresser","Pro potvrzení a odhlásit pomocí adresy URL","Чтобы подтвердить отписаться используя URL-адресов","Upang kumpirmahin at mag-unsubscribe gamit url","Aron sa paglig-on ug uyon sa paggamit sa URL"
"To display MS word converted files","To display MS word converted files","MS Word weer geconverteerde bestanden","Para visualizar archivos MS palabra convertida","要显示MS字转换后的文件","In MS Word angezeigt werden konvertierte Dateien","Pour afficher les fichiers MS Word convertis","Per visualizzare i file MS Word convertito","Para exibir arquivos convertidos MS palavra","Για να εμφανίσετε το MS λέξη αρχεία που έχουν μετατραπεί","Aby wyświetlić pliki MS Word przekształcone","For at vise MS Word konverterede filer","Näyttää MS Word muuntaa tiedostoja","For å vise MS Word konverterte filer","لعرض MS كلمة الملفات المحولة","MS 워드를 표시하려면 파일을 변환","MSワードを表示するには、ファイルを変換します","כדי להציג מילת MS המיר קבצים","För att visa MS Word konverterade filer","Chcete-li zobrazit MS Word převedené soubory","Для отображения MS Word преобразованные файлы","Upang ipakita ang MS word-convert ng mga file","Aron ipakita MS pulong nakabig files"
"To display the admin pages of the auditing system","To display the admin pages of the auditing system","Om de admin pagina's van de auditing systeem weer te geven","Para visualizar las páginas de administración del sistema de auditoría","为了显示审计系统的管理页面","Sie die Administrationsseiten des Revisionssystems angezeigt werden","Pour afficher les pages d'administration du système d'audit","Per visualizzare le pagine di amministrazione del sistema di controllo","Para visualizar as páginas de administração do sistema de auditorias","Για να εμφανίσετε τις σελίδες του διαχειριστή του συστήματος ελέγχου","Aby wyświetlić strony administratora systemu audytu","For at vise admin sider af revision systemet","Näyttää admin sivut auditointijärjestelmän","For å vise admin sidene i revisjonssystem","لعرض صفحات المشرف لنظام المراجعة","감사 시스템의 관리자 페이지를 표시하려면","監査システムの管理ページを表示するには","כדי להציג את דפי הניהול של מערך הביקורת","För att visa admin sidor revisionssystemet","Chcete-li zobrazit admin stránky systému auditů","Для отображения страницы администратора системы аудита","Upang ipakita ang mga pahina ng admin ng awdit ng sistema","Aron ipakita ang admin mga pahina sa auditing sistema"
"To display the best rated products","To display the best rated products","Om de best beoordeelde producten te tonen","Para mostrar los productos mejor valorados","要显示最受好评的产品","Um die am besten bewerteten Artikel angezeigt werden","Pour afficher les produits les mieux notés","Per visualizzare i prodotti più votate","Para exibir os produtos melhor avaliado","Για να εμφανίσετε την καλύτερη βαθμολογία προϊόντα","Aby wyświetlić najlepiej oceniane produkty","For at vise de bedste nominelle produkter","Näyttää parhaisiin tuotteet","For å vise de beste karakter produkter","لعرض أفضل المنتجات مصنفة","최고 점수 제품을 표시하려면","最高評価の製品を表示します","כדי להציג את המוצרים המדורגים ביותר","Om du vill visa de bäst rankade produkter","Chcete-li zobrazit nejlepší hodnocené produkty","Для отображения лучший рейтинг продуктов","Upang ipakita ang mga pinakamahusay na rated produkto","Aron ipakita ang labing maayo nga rated nga mga produkto"
"To display the best selling rpoducts","To display the best selling rpoducts","Om de best verkopende rpoducts weer","Para mostrar las mejores rpoducts venta","要显示最畅销的rpoducts","Um die besten Verkaufs rpoducts Anzeigen","Pour afficher les meilleures rpoducts de vente","Per visualizzare le migliori rpoducts venduti","Para exibir os melhores rpoducts venda","Για να εμφανίσετε τις καλύτερες πωλήσεις rpoducts","Aby wyświetlić najlepsze rpoducts sprzedaży","For at vise de bedst sælgende rpoducts","Näyttää myydyin Rpoducts","For å vise de beste selger rpoducts","لعرض أفضل ربودوكتس بيع","베스트 셀러 rpoducts를 표시하려면","ベストセラーrpoductsを表示するには","כדי להציג את rpoducts הנמכר ביותר","Om du vill visa de mest sålda rpoducts","Chcete-li zobrazit nejlepší nabídku rpoducts","Для отображения самых продаваемых rpoducts","Upang ipakita ang mga pinakamahusay na rpoducts nagbebenta","Aron ipakita ang labing maayo nga pagbaligya rpoducts"
"To display the category catalog page (all products in a certain category)","To display the category catalog page (all products in a certain category)","Om de categorie catalogus pagina (alle producten in een bepaalde categorie) weergeven","Para visualizar la página de categoría de catálogo (todos los productos de una determinada categoría)","要显示分类目录页（所有产品在某一类）","Um die Kategorie Katalogseite (alle Produkte in einer bestimmten Kategorie) anzeigen","Pour afficher la page de catégorie de catalogue (tous les produits dans une certaine catégorie)","Per visualizzare la pagina Catalogo (tutti i prodotti in una determinata categoria)","Para exibir a página do catálogo categoria (todos os produtos em uma determinada categoria)","Για να εμφανίσετε την κατηγορία κατάλογό σελίδα (όλα τα προϊόντα σε μια ορισμένη κατηγορία)","Aby wyświetlić stronę Katalog kategorii (wszystkie produkty w danej kategorii)","For at vise kategori katalogside (alle produkter i en bestemt kategori)","Näyttää luokan sivu luettelossa (kaikki tuotteet tiettyyn luokkaan)","For å vise kategorien katalogside (alle produkter i en bestemt kategori)","لعرض صفحة الفئة الكتالوج (جميع المنتجات في فئة معينة)","카테고리 카탈로그 페이지 (특정 카테고리의 모든 제품)를 표시하려면","カテゴリカタログページ（特定のカテゴリ内のすべての製品）を表示するには","כדי להציג את דף קטלוג קטגוריה (כל המוצרים בקטגוריה מסוימת)","För att visa kategorin katalogen (alla produkter i en viss kategori)","Chcete-li zobrazit stránku kategorie katalog (všechny produkty v určité kategorii)","Для отображения страницы категории каталога (все продукты в определенной категории)","Upang ipakita ang mga pahina ng kategorya catalog (lahat ng mga produkto sa isang tiyak na kategorya)","Aron ipakita ang kategoriya katalogo panid (sa tanan nga mga produkto sa usa ka pipila ka mga kategoriya)"
"To display the CheckOut page","To display the CheckOut page","Naar de kassa pagina weer te geven","Para visualizar la página de pago","要显示结账页面","Zur Kasse Seite anzuzeigen","Pour afficher la page de paiement","Per visualizzare la pagina CheckOut","Para exibir a página CheckOut","Για να εμφανίσετε τη σελίδα Checkout","Aby wyświetlić Page Zamówienie","For at vise kassen siden","Näyttää kassalla","For å vise til kassen","لعرض صفحة الخروج","체크 아웃 페이지를 표시하려면","チェックアウトのページを表示するには","כדי להציג את דף הבדיקה","För att visa kassan","Chcete-li zobrazit stránku Pokladna","Для отображения страницы заказ","Upang ipakita ang mga pahina CheckOut","Aron ipakita ang pagpagawas panid"
"To display the compare page with differnt products to compare","To display the compare page with differnt products to compare","Naar de pagina te vergelijken met differnt producten te tonen om te vergelijken","Para mostrar la página Comparar con productos diferentes personas para comparar","要显示与不同的充产品比较页面来比较","Um die Seite zu vergleichen mit differnt Produkte anzuzeigen Vergleichen","Pour afficher la page de comparer avec des produits differnt pour comparer","Per visualizzare la pagina confronto con prodotti differnt per confrontare","Para exibir a página comparar com produtos differnt para comparar","Για να εμφανίσετε τη σελίδα συγκρίνουν με διάφορα προϊόντα να συγκρίνετε","Aby wyświetlić porównania stronę z produktami differnt porównać","For at vise sammenligne side med differnt produkter at sammenligne","Näyttää verrata sivu differnt tuotteita vertailla","For å vise sammenligne siden med avviker produkter å sammenligne","لعرض صفحة مقارنة مع المنتجات مختلفون للمقارنة","비교에 differnt 제품 비교 페이지를 표시하려면","比較することのdiffernt製品との比較のページを表示するには、","כדי להציג את הדף להשוות עם מוצרי differnt כדי להשוות","För att visa jämföra sida med differnt produkter att jämföra","Chcete-li zobrazit porovnat stránku s ruznych produkty k porovnání","Для отображения сравнить страницу с различно продуктов для сравнения","Upang ipakita ang mga ihambing pahina na may differnt produkto upang ihambing","Aron ipakita ang itandi panid sa differnt produkto sa pagtandi"
"To display the featured products","To display the featured products","Om de aanbevolen producten te tonen","Para mostrar los productos destacados","要显示特色产品","Um die vorgestellten Produkte zeigen","Pour afficher les produits en vedette","Per visualizzare i prodotti presentati","Para exibir os produtos em destaque","Για να εμφανίσετε τα προτεινόμενα προϊόντα","Aby wyświetlić polecanych produktów","For at vise de fremhævede produkter","Näyttää varustellun tuotteet","For å vise de utvalgte produkter","لعرض المنتجات المميزة","기능을 갖춘 제품을 표시하려면","おすすめ商品を表示します","כדי להציג את המוצרים בהשתתפות","Om du vill visa de presenterade produkter","Chcete-li zobrazit Hlavní produkty","Для отображения представлена ​​продукция","Upang ipakita ang mga tampok na mga produkto","Aron ipakita ang bahin sa mga produkto"
"To display the front-end pages of the auditing system","To display the front-end pages of the auditing system","Om de front-end pagina's van de controle-systeem weer te geven","Para visualizar las páginas frontales del sistema de auditoría","为了显示审计系统的前端页面","Um die Front-End-Seiten des Revisionssystems angezeigt werden","Pour afficher les pages du système d'audit frontaux","Per visualizzare le pagine di front-end del sistema di controllo","Para exibir as páginas de front-end do sistema de auditorias","Για να εμφανίσετε τα front-end σελίδες του συστήματος ελέγχου","Aby wyświetlić strony front-end systemu audytu","For at vise front-end sider af revision systemet","Näyttää etupään sivua auditointijärjestelmän","For å vise front-end sider av overvåkingssystemet","لعرض الصفحات الأمامية لنظام المراجعة","감사 시스템의 프런트 엔드 페이지를 표시하려면","監査システムのフロントエンドのページを表示するには、","כדי להציג את הדפים החזיתיים של מערך הביקורת","För att visa front-end sidor revisionssystemet","Chcete-li zobrazit front-end stránek systému auditů","Для отображения переднего плана страниц системы аудита","Upang ipakita ang mga pahina ng front-end ng awdit ng sistema","Aron ipakita ang atubangan-katapusan nga mga pahina sa mga auditing sistema"
"To display the input screen of a advanced search","To display the input screen of a advanced search","Om het invoerscherm van een geavanceerd zoeken weer te geven","Para visualizar la pantalla de entrada de una búsqueda avanzada","要显示的高级搜索中输入画面","Um die Eingabemaske eines erweiterte Such anzuzeigen","Pour afficher l'écran d'entrée d'une recherche avancée","Per visualizzare la schermata di immissione di una ricerca avanzata","Para exibir a tela de entrada de uma pesquisa avançada","Για να εμφανίσετε την οθόνη εισαγωγής μιας προηγμένης αναζήτησης","Aby wyświetlić ekran wejściowy z wyszukiwania zaawansowanego","For at vise input skærmen på et avanceret søgning","Näyttää panos näytön Tarkennettu haku","For å vise skjermbildet for innskriving av et avansert søk","لعرض شاشة مدخلات بحث متقدم","고급 검색의 입력 화면을 표시하려면","高度な検索の入力画面を表示するには","כדי להציג את מסך הקלט של חיפוש מתקדם","För att visa inmatningsskärmen av en avancerad sökning","Chcete-li zobrazit vstupní obrazovku o pokročilé vyhledávání","Для отображения экрана ввода в расширенном поиске","Upang ipakita ang screen ng isang advanced search input","Aron ipakita ang input screen sa usa ka abante nga search"
"To display the main page","To display the main page","Naar de hoofdpagina weer te geven","Para visualizar la página principal","要显示的主页","Auf die Hauptseite angezeigt werden","Pour afficher la page principale","Per visualizzare la pagina principale","Para exibir a página principal","Για να εμφανιστεί η κεντρική σελίδα","Aby wyświetlić stronę główną","For at vise hovedsiden","Näyttääksesi etusivulle","For å vise hovedsiden","لعرض الصفحة الرئيسية","메인 페이지를 표시하려면","メインページを表示するには","כדי להציג את הדף הראשי","För att visa huvudsidan","Chcete-li zobrazit hlavní stránku","Для отображения на главной странице","Upang ipakita sa pangunahing pahina","Aron ipakita ang nag-unang panid"
"To display the most interesting products","To display the most interesting products","Naar de meest interessante producten te tonen","Para mostrar los productos más interesantes","要显示最有趣的产品","Die interessantesten Produkte anzuzeigen","Pour afficher les produits les plus intéressants","Per visualizzare i prodotti più interessanti","Para exibir os produtos mais interessantes","Για να εμφανίσετε τα πιο ενδιαφέροντα προϊόντα","Aby wyświetlić najciekawsze produkty","For at vise de mest interessante produkter","Näyttämään kiinnostavimmat tuotteet","For å vise de mest interessante produktene","لعرض المنتجات الأكثر إثارة للاهتمام","가장 흥미로운 제품을 표시하려면","最も興味深い製品を表示します","כדי להציג את המוצרים הכי המעניינים","Om du vill visa de mest intressanta produkterna","Chcete-li zobrazit nejzajímavější produkty","Для отображения наиболее интересные продукты","Upang ipakita ang mga pinaka-interesante mga produkto","Aron ipakita ang labing makapaikag nga mga produkto"
"To display the most viewed products","To display the most viewed products","Om de meest bekeken producten te tonen","Para mostrar los productos más vistos","要显示观看次数最多的产品","Um die meisten angeschauten Produkte angezeigt","Pour afficher les produits les plus vus","Per visualizzare i prodotti più visti","Para exibir os mais visitados","Για να εμφανίσετε τα πιο εμφανισμένα προϊόντα","Aby wyświetlić najczęściej oglądane produkty","For at vise de mest viste produkter","Näyttää eniten katsottua tuotetta","For å vise de mest viste produkter","لعرض المنتجات الأكثر مشاهدة","가장 많이 본 제품을 표시하려면","最も見られた製品を表示します","כדי להציג את המוצרים הנצפים ביותר","Om du vill visa de mest visade produkter","Chcete-li zobrazit nejvíce zobrazované produkty","Для отображения наиболее популярные продукты","Upang ipakita ang mga pinaka-pinapanood na mga produkto","Aron ipakita ang labing gitan-aw nga mga produkto"
"To display the new products","To display the new products","Om de nieuwe producten te tonen","Para mostrar los nuevos productos","为了显示新产品","Um die neuen Produkte zeigen","Pour afficher les nouveaux produits","Per visualizzare i nuovi prodotti","Para apresentar os novos produtos","Για να εμφανίσετε τα νέα προϊόντα","Aby wyświetlić nowe produkty","For at vise de nye produkter","Näyttää uusia tuotteita","For å vise de nye produktene","لعرض المنتجات الجديدة","새로운 제품을 표시하려면","新製品を表示します","כדי להציג את המוצרים החדשים","För att visa de nya produkterna","Chcete-li zobrazit nové produkty","Для отображения новых продуктов","Upang ipakita ang mga bagong produkto","Aron ipakita ang bag-o nga mga produkto"
